"","Name","Host","genome","Label","Domain","Phylum","Class","Order","Family","Genus","Habitat","Substrate","Parentmaterial","Location","Continent","Host_Phylum","Host_Class","Host_Order","Host_Family","Host_Genus","Host_Species","X.3.Hydroxypropionate_bi.cycle","Acetyl.CoA_pathway","Citrate_cycle_","Dicarboxylate.hydroxybutyrate_cycle","Entner.Doudoroff_pathway","Glycolysis","Glyoxylate_cycle","Hydroxypropionate.hydroxybutylate_cycle","Methanogenesis","Pentose_phosphate_pathway","Reductive_acetyl.CoA_pathway","Reductive_citrate_cycle","Reductive_pentose_phosphate_cycle","NAD.P.H","NADH_dehydrogenase","NADH_quinone_oxidoreductase","Fumarate_reductase","Succinate_dehydrogenase","Succinate_dehydrogenase._prokaryotes","Cytochrome_bc1_complex","Cytochrome_bc1_complex_respiratory_unit","Cytochrome_bd_ubiquinol_oxidase","Cytochrome_bd_ubiquinol_oxidase_cbb3.type","Cytochrome_c_oxidase","Cytochrome_aa3.600_menaquinol_oxidase","Cytochrome_c_oxidase.1","Cytochrome_c_oxidase._prokaryotes","Cytochrome_o_ubiquinol_oxidase","F.type_ATPase_eukaryotes","F.type_ATPase_prokaryotes_chloroplasts","V.type_ATPase__eukaryotes","V.A.type_ATPase_prokaryotes","Alpha.galactans","Alpha.mannan","Amorphous_Cellulose","Arabinan","Arabinose_cleavage","Beta.galactan_.pectic_galactan.","Beta.mannan","Chitin","Crystalline_Cellulose","Fucose_Cleavage","Mixed.Linkage_glucans","Mucin","Pectin","Polyphenolics","Rhamnose_cleavage","Starch","Sulf.Polysachharides","Xylans","Xyloglucan","Methanogenesis_Key_functional_gene","acetate_too_methane_pt_1","acetate__to__methane_pt_2","acetate__to__methane_pt_3","dimethylamine__to__monomethylamine","methane__to__methanol._with_oxygen","methane__to__methanol._with_oxygen.1","methanol__to__methane","monomethylamine__to__ammonia","putative_but_not_defining_CO2__to__methane","trimethylamine__to__dimethylamine","Bacterial_ammonia_oxidation_aerobic_specific","Nitrogen_metabolism._Bacterial_ammonia_oxidation_anaerobic_specific","Bacterial.Archaeal_ammonia_oxidation","Dissimilatory_nitrite_reduction_to_ammonia","Nitrogen_fixation_alternative","ammonia__to__nitrite","nitrate__to__nitrite","nitric_oxide__to__nitrous_oxide","nitrite__to__nitrate","nitrite__to__nitric_oxide","nitrogen__to__ammonia","nitrous_oxide__to__nitrogen","TMAO_reductase","arsenate_reduction_pt_1","arsenate_reduction_pt_2","mercury_reduction","selenate.Chlorate_reduction","Photosystem_I","Photosystem_II","Alcohol_production","Butyrate_pt_1","Butyrate_pt_2","Propionate_pt_1","Propionate_pt_2","acetate_pt_1","acetate_pt_2","acetate_pt_3","lactate_D","lactate_L","pyruvate__to__acetyl_CoA_v1","pyruvate__to__acetyl_CoA_v2","pyruvate__to__acetylCoA_f_and__formate_v3","thiosulfate__to__sulfate","sulfate__to__sulfide","tetrathionate__to__thiosulfate","thiosulfate__to__sulfite"
"11","AeHy","Aetokthonos_hydrillicola","Bin.010.fastaAetokthonos_hydrillicola_assembly","AeHy_Bin.010","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","aquatic_epiphyte","fresh_water","","South_Carolina,
USA","North_America","Cyanobacteria","unclassified","Nostocales","Hapalosiphonaceae","Aetokthonos","Aetokthonos_hydrillicola",0.25,0,0.875,0.384615385,0.75,0.777777778,0.8,0.142857143,0,0.857142857,0.285714286,0.6,0.636363636,0,0.142857143,0.714285714,0,0,1,0.3,1,0,0,1,0,0.2,1,0.25,0,0.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"12","AeHy","Aetokthonos_hydrillicola","Bin.001.fastaAetokthonos_hydrillicola_assembly","AeHy_Bin.001","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Brevundimonas","aquatic_epiphyte","fresh_water","","South_Carolina,
USA","North_America","Cyanobacteria","unclassified","Nostocales","Hapalosiphonaceae","Aetokthonos","Aetokthonos_hydrillicola",0.5,0,1,0.461538462,0.75,0.777777778,0.8,0.142857143,0,0.857142857,0.285714286,0.8,0.818181818,0.090909091,0.142857143,1,0,0,1,0.3,1,0.666666667,0.666666667,1,0,0.2,1,0,0.066666667,0.75,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"13","AeHy","Aetokthonos_hydrillicola","Bin.017.fastaAetokthonos_hydrillicola_assembly","AeHy_Bin.017","d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__Naasia","aquatic_epiphyte","fresh_water","","South_Carolina,
USA","North_America","Cyanobacteria","unclassified","Nostocales","Hapalosiphonaceae","Aetokthonos","Aetokthonos_hydrillicola",0,0,0.75,0.307692308,0.5,0.777777778,0.4,0.214285714,0.125,0.714285714,0.285714286,0.5,0.636363636,0,0,0.75,0,0,0.75,0,0,0,0,1,0,0.133333333,0.666666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"14","ApLi","Aphanocapsa_lilacina","Bin.011.fastaAphanocapsa_lilacina_assembly","ApLi_Bin.011","d__Bacteria","p__Planctomycetota","c__Phycisphaerae","o__UBA1161","f__UBA1161","g__","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","Gloeobacteria","Gloeobacterales","Gloeobacteraceae","Gloeobacter","""Aphanocapsa_lilacina""",0,0,0.75,0.384615385,0.75,1,0.4,0.142857143,0.125,1,0.428571429,0.6,0.727272727,0,0,0,0,0,0.75,0,0,0.666666667,0.666666667,1,0,0.133333333,0.666666667,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"15","ApLi","Aphanocapsa_lilacina","Bin.007.fastaAphanocapsa_lilacina_assembly","ApLi_Bin.007","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Brevundimonas","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","Gloeobacteria","Gloeobacterales","Gloeobacteraceae","Gloeobacter","""Aphanocapsa_lilacina""",0.75,0,1,0.461538462,0.75,0.777777778,0.8,0.285714286,0,1,0.428571429,0.7,1,0,0.142857143,0.928571429,0.25,0,1,0.222222222,1,0.666666667,0.666666667,0,0,0.2,1,0,0.066666667,0.875,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"16","ApLi","Aphanocapsa_lilacina","Bin.009.fastaAphanocapsa_lilacina_assembly","ApLi_Bin.009","d__Bacteria","p__Cyanobacteria","c__Cyanobacteriia","o__Cyanobacteriales","f__Nostocaceae","g__Aulosira","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","Gloeobacteria","Gloeobacterales","Gloeobacteraceae","Gloeobacter","""Aphanocapsa_lilacina""",0,0,0.75,0.384615385,0.25,0.888888889,0.4,0.142857143,0.125,0.714285714,0.285714286,0.5,0.727272727,0,0,0,0,0,0.75,0,0,0,0,0,0,0.133333333,0.666666667,0,0,0.875,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","ApLi","Aphanocapsa_lilacina","Bin.001.fastaAphanocapsa_lilacina_assembly","ApLi_Bin.001","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","g__Roseomonas","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","Gloeobacteria","Gloeobacterales","Gloeobacteraceae","Gloeobacter","""Aphanocapsa_lilacina""",0,0,0.625,0.307692308,0.75,0.777777778,0.4,0,0.125,1,0.285714286,0.4,0.909090909,0.909090909,0,0.083333333,0,0,0.5,0,0,0.666666667,0.666666667,0,0,0.133333333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"18","ApLi","Aphanocapsa_lilacina","Bin.016.fastaAphanocapsa_lilacina_assembly","ApLi_Bin.016","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","Gloeobacteria","Gloeobacterales","Gloeobacteraceae","Gloeobacter","""Aphanocapsa_lilacina""",0,0,0.875,0.384615385,0.75,0.444444444,0.6,0.214285714,0.125,1,0,0.5,0.454545455,0,0,0.642857143,0,0,0.75,0,0,0,0,0,0,0.133333333,0,0.5,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"19","ApLi","Aphanocapsa_lilacina","Bin.010.fastaAphanocapsa_lilacina_assembly","ApLi_Bin.010","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Allorhizobium","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","Gloeobacteria","Gloeobacterales","Gloeobacteraceae","Gloeobacter","""Aphanocapsa_lilacina""",0.5,0,1,0.384615385,1,0.777777778,0.8,0.142857143,0,1,0.428571429,0.7,1,0,0.142857143,1,0,0,1,0.3,1,0.666666667,0.666666667,1,0,0.2,1,0,0.066666667,0.75,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"20","ApLi","Aphanocapsa_lilacina","Bin.017.fastaAphanocapsa_lilacina_assembly","ApLi_Bin.017","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Spirosomaceae","g__Dyadobacter","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","Gloeobacteria","Gloeobacterales","Gloeobacteraceae","Gloeobacter","""Aphanocapsa_lilacina""",0,0,0.75,0.384615385,0.5,0.777777778,0.4,0.071428571,0,1,0.142857143,0.7,0.545454545,0,0,0.461538462,0,0,0.25,0,0.333333333,0.666666667,0.666666667,0,0.25,0.133333333,1,0.25,0,0.625,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"21","ApLi","Aphanocapsa_lilacina","Bin.004.fastaAphanocapsa_lilacina_assembly","ApLi_Bin.004","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Flavisolibacter","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","Gloeobacteria","Gloeobacterales","Gloeobacteraceae","Gloeobacter","""Aphanocapsa_lilacina""",0,0,1,0.538461538,1,0.777777778,1,0.071428571,0,1,0.285714286,0.6,0.727272727,0,0,1,0,0,1,0.3,1,1,1,0,0,0.2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"22","ApLi","Aphanocapsa_lilacina","Bin.003.fastaAphanocapsa_lilacina_assembly","ApLi_Bin.003","d__Bacteria","p__Cyanobacteriota","c__Cyanobacteriia","o__Thermosynechococcales","f__Thermosynechococcaceae","g__JAHHGS01","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","Gloeobacteria","Gloeobacterales","Gloeobacteraceae","Gloeobacter","""Aphanocapsa_lilacina""",0.5,0,1,0.461538462,0.75,0.777777778,0.8,0.142857143,0,0.857142857,0.285714286,0.8,0.818181818,0,0.142857143,0.928571429,0,0,1,0.3,1,0,0,0,0,0.2,1,1,0.066666667,0.625,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"23","ApLi","Aphanocapsa_lilacina","Bin.012.fastaAphanocapsa_lilacina_assembly","ApLi_Bin.012","d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Mycobacteriales","f__Pseudonocardiaceae","g__Pseudonocardia","cave_rock_wall","subaerial","","Hawaii,
USA","Pacific_Islands","Cyanobacteria","Gloeobacteria","Gloeobacterales","Gloeobacteraceae","Gloeobacter","""Aphanocapsa_lilacina""",0.25,0,1,0.615384615,1,0.777777778,0.8,0.142857143,0,1,0.285714286,0.7,0.727272727,0,0,1,0,0,1,0.3,1,1,1,0,0,0.2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0
"24","ApSp1","Aphanocapsa_sp.","Bin.001.fastaAphanocapsa_sp_assembly","ApSp1_Bin.001","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Alsobacter","desert_wet_wall","subaerial","","Utah,
USA","North_America","Cyanobacteria","unclassified","Acaryochloridales","unclassified","unclassified","""Aphanocapsa""_sp.",0,0,0.875,0.230769231,0.75,0.777777778,0.4,0,0,1,0.285714286,0.5,0.909090909,1,0,0.083333333,0,0,0.5,0,0,0,0,0,0,0.133333333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
